5.440211108893697745e-01 2.836621854632262463e-01
-4.594799036122554359e-01 2.836621854632262463e-01
-9.991696214519848462e-01 2.836621854632262463e-01
-5.302708154682747033e-01 2.836621854632262463e-01
4.738975258547855618e-01 2.836621854632262463e-01
9.997010372394821154e-01 2.836621854632262463e-01
5.163795995000284300e-01 2.836621854632262463e-01
-4.881892088664754881e-01 2.836621854632262463e-01
-9.999667804441291219e-01 2.836621854632262463e-01
-5.023511546035132058e-01 2.836621854632262463e-01
5.023511546035117625e-01 2.836621854632262463e-01
9.999667804441291219e-01 2.836621854632262463e-01
4.881892088664754881e-01 2.836621854632262463e-01
-5.163795995000284300e-01 2.836621854632262463e-01
-9.997010372394821154e-01 2.836621854632262463e-01
-4.738975258547863945e-01 2.836621854632262463e-01
5.302708154682740371e-01 2.836621854632262463e-01
9.991696214519848462e-01 2.836621854632262463e-01
4.594799036122569902e-01 2.836621854632262463e-01
-5.440211108893697745e-01 2.836621854632262463e-01
5.440211108893697745e-01 -2.364443211687258239e-01
-4.594799036122554359e-01 -2.364443211687258239e-01
-9.991696214519848462e-01 -2.364443211687258239e-01
-5.302708154682747033e-01 -2.364443211687258239e-01
4.738975258547855618e-01 -2.364443211687258239e-01
9.997010372394821154e-01 -2.364443211687258239e-01
5.163795995000284300e-01 -2.364443211687258239e-01
-4.881892088664754881e-01 -2.364443211687258239e-01
-9.999667804441291219e-01 -2.364443211687258239e-01
-5.023511546035132058e-01 -2.364443211687258239e-01
5.023511546035117625e-01 -2.364443211687258239e-01
9.999667804441291219e-01 -2.364443211687258239e-01
4.881892088664754881e-01 -2.364443211687258239e-01
-5.163795995000284300e-01 -2.364443211687258239e-01
-9.997010372394821154e-01 -2.364443211687258239e-01
-4.738975258547863945e-01 -2.364443211687258239e-01
5.302708154682740371e-01 -2.364443211687258239e-01
9.991696214519848462e-01 -2.364443211687258239e-01
4.594799036122569902e-01 -2.364443211687258239e-01
-5.440211108893697745e-01 -2.364443211687258239e-01
5.440211108893697745e-01 -6.925518295564646598e-01
-4.594799036122554359e-01 -6.925518295564646598e-01
-9.991696214519848462e-01 -6.925518295564646598e-01
-5.302708154682747033e-01 -6.925518295564646598e-01
4.738975258547855618e-01 -6.925518295564646598e-01
9.997010372394821154e-01 -6.925518295564646598e-01
5.163795995000284300e-01 -6.925518295564646598e-01
-4.881892088664754881e-01 -6.925518295564646598e-01
-9.999667804441291219e-01 -6.925518295564646598e-01
-5.023511546035132058e-01 -6.925518295564646598e-01
5.023511546035117625e-01 -6.925518295564646598e-01
9.999667804441291219e-01 -6.925518295564646598e-01
4.881892088664754881e-01 -6.925518295564646598e-01
-5.163795995000284300e-01 -6.925518295564646598e-01
-9.997010372394821154e-01 -6.925518295564646598e-01
-4.738975258547863945e-01 -6.925518295564646598e-01
5.302708154682740371e-01 -6.925518295564646598e-01
9.991696214519848462e-01 -6.925518295564646598e-01
4.594799036122569902e-01 -6.925518295564646598e-01
-5.440211108893697745e-01 -6.925518295564646598e-01
5.440211108893697745e-01 -9.612045363032608591e-01
-4.594799036122554359e-01 -9.612045363032608591e-01
-9.991696214519848462e-01 -9.612045363032608591e-01
-5.302708154682747033e-01 -9.612045363032608591e-01
4.738975258547855618e-01 -9.612045363032608591e-01
9.997010372394821154e-01 -9.612045363032608591e-01
5.163795995000284300e-01 -9.612045363032608591e-01
-4.881892088664754881e-01 -9.612045363032608591e-01
-9.999667804441291219e-01 -9.612045363032608591e-01
-5.023511546035132058e-01 -9.612045363032608591e-01
5.023511546035117625e-01 -9.612045363032608591e-01
9.999667804441291219e-01 -9.612045363032608591e-01
4.881892088664754881e-01 -9.612045363032608591e-01
-5.163795995000284300e-01 -9.612045363032608591e-01
-9.997010372394821154e-01 -9.612045363032608591e-01
-4.738975258547863945e-01 -9.612045363032608591e-01
5.302708154682740371e-01 -9.612045363032608591e-01
9.991696214519848462e-01 -9.612045363032608591e-01
4.594799036122569902e-01 -9.612045363032608591e-01
-5.440211108893697745e-01 -9.612045363032608591e-01
5.440211108893697745e-01 -9.696855158242440043e-01
-4.594799036122554359e-01 -9.696855158242440043e-01
-9.991696214519848462e-01 -9.696855158242440043e-01
-5.302708154682747033e-01 -9.696855158242440043e-01
4.738975258547855618e-01 -9.696855158242440043e-01
9.997010372394821154e-01 -9.696855158242440043e-01
5.163795995000284300e-01 -9.696855158242440043e-01
-4.881892088664754881e-01 -9.696855158242440043e-01
-9.999667804441291219e-01 -9.696855158242440043e-01
-5.023511546035132058e-01 -9.696855158242440043e-01
5.023511546035117625e-01 -9.696855158242440043e-01
9.999667804441291219e-01 -9.696855158242440043e-01
4.881892088664754881e-01 -9.696855158242440043e-01
-5.163795995000284300e-01 -9.696855158242440043e-01
-9.997010372394821154e-01 -9.696855158242440043e-01
-4.738975258547863945e-01 -9.696855158242440043e-01
5.302708154682740371e-01 -9.696855158242440043e-01
9.991696214519848462e-01 -9.696855158242440043e-01
4.594799036122569902e-01 -9.696855158242440043e-01
